train_loss,val_loss,train_dice,val_dice,train_jaccard,val_jaccard,train_accuracy,val_accuracy
0.0,0.0,,,,,,
0.0,0.0,,,,,,
0.0,0.0,,,,,,
0.0,0.0,,,,,,
0.0,0.0,,,,,,
0.0,0.0,,,,,,
